aoi_name,screen_x_min,screen_y_min,screen_x_max,screen_y_max,vid_x_min,vid_y_min,vid_x_max,vid_y_max,screen_x_min_std,screen_y_min_std,video_file,trait,level
left_eye,795.4,415.1,921.2,516.1,508.3,260.1,608.9,340.9,7.8,12.8,openness_high4_BmDClgdWlH4.002.mp4,openness,high
mouth,876.1,654.3,1036.5,748.3,572.9,451.4,701.2,526.7,12.4,16.1,openness_high4_BmDClgdWlH4.002.mp4,openness,high
nose,900.1,474.9,1012.7,630.5,592.1,307.9,682.2,432.4,12.5,12.5,openness_high4_BmDClgdWlH4.002.mp4,openness,high
right_cheek,1020.8,533.4,1146.5,705.1,688.7,354.8,789.2,492.1,11.2,11.8,openness_high4_BmDClgdWlH4.002.mp4,openness,high
right_eye,991.3,404.7,1127.3,513.3,665.1,251.7,773.8,338.7,13.5,13.7,openness_high4_BmDClgdWlH4.002.mp4,openness,high
chin,782.2,497.0,1185.9,808.4,497.7,325.6,820.7,574.8,22.3,22.1,openness_high5_wAl_Pm7xG3A.001.mp4,openness,high
forehead,777.2,317.3,1192.6,702.9,493.8,181.8,826.1,490.4,21.3,11.6,openness_high5_wAl_Pm7xG3A.001.mp4,openness,high
left_cheek,780.8,505.4,891.5,671.4,496.7,332.3,585.2,465.1,12.4,29.0,openness_high5_wAl_Pm7xG3A.001.mp4,openness,high
left_eye,806.8,385.8,930.4,497.1,517.5,236.6,616.3,325.7,25.5,21.2,openness_high5_wAl_Pm7xG3A.001.mp4,openness,high
mouth,865.3,635.2,1028.9,733.7,564.3,436.1,695.2,514.9,27.5,20.9,openness_high5_wAl_Pm7xG3A.001.mp4,openness,high
nose,888.4,465.5,999.9,618.0,582.7,300.4,671.9,422.4,21.7,15.0,openness_high5_wAl_Pm7xG3A.001.mp4,openness,high
right_cheek,1016.7,533.9,1154.9,701.2,685.3,355.2,795.9,488.9,18.5,22.7,openness_high5_wAl_Pm7xG3A.001.mp4,openness,high
right_eye,992.9,406.2,1142.1,515.1,666.3,252.9,785.7,340.1,18.1,22.8,openness_high5_wAl_Pm7xG3A.001.mp4,openness,high
chin,688.4,511.4,1042.0,779.2,422.7,337.2,705.6,551.4,8.8,11.3,openness_low1_PHv6CzBIC5E.001.mp4,openness,low
forehead,688.4,350.3,1079.3,657.1,422.7,208.3,735.4,453.7,8.8,8.3,openness_low1_PHv6CzBIC5E.001.mp4,openness,low
left_cheek,751.9,523.1,900.3,678.8,473.5,346.5,592.3,471.0,5.8,9.0,openness_low1_PHv6CzBIC5E.001.mp4,openness,low
left_eye,788.5,433.8,942.7,513.5,502.8,275.0,626.1,338.8,6.0,7.2,openness_low1_PHv6CzBIC5E.001.mp4,openness,low
mouth,869.5,645.7,996.5,706.2,567.6,444.6,669.2,492.9,7.9,9.5,openness_low1_PHv6CzBIC5E.001.mp4,openness,low
nose,913.3,481.6,1017.1,621.1,602.7,313.2,685.7,424.9,7.3,8.1,openness_low1_PHv6CzBIC5E.001.mp4,openness,low
right_cheek,1003.1,523.9,1070.8,670.1,674.5,347.1,728.7,464.1,5.8,4.4,openness_low1_PHv6CzBIC5E.001.mp4,openness,low
right_eye,989.5,429.8,1080.6,509.8,663.6,271.8,736.5,335.8,5.2,5.0,openness_low1_PHv6CzBIC5E.001.mp4,openness,low
chin,736.4,503.6,1139.8,790.7,461.1,330.8,783.8,560.6,14.2,8.6,openness_low2_PHv6CzBIC5E.004.mp4,openness,low
forehead,736.4,336.9,1155.1,688.7,461.1,197.5,796.1,479.0,14.2,4.4,openness_low2_PHv6CzBIC5E.004.mp4,openness,low
left_cheek,767.0,505.7,895.5,666.3,485.6,332.6,588.4,461.0,8.1,6.8,openness_low2_PHv6CzBIC5E.004.mp4,openness,low
left_eye,803.2,416.8,943.6,498.1,514.6,261.5,626.9,326.5,5.0,5.8,openness_low2_PHv6CzBIC5E.004.mp4,openness,low
mouth,862.4,639.1,1011.4,707.2,561.9,439.3,681.1,493.8,6.6,4.3,openness_low2_PHv6CzBIC5E.004.mp4,openness,low
nose,896.1,474.2,1011.4,614.2,588.9,307.4,681.1,419.4,5.4,4.6,openness_low2_PHv6CzBIC5E.004.mp4,openness,low
right_cheek,1018.9,543.6,1132.3,696.5,687.1,362.9,777.8,485.2,3.9,6.0,openness_low2_PHv6CzBIC5E.004.mp4,openness,low
right_eye,1009.2,429.7,1131.7,520.7,679.4,271.8,777.3,344.5,5.0,4.0,openness_low2_PHv6CzBIC5E.004.mp4,openness,low
chin,732.4,483.6,1106.1,791.7,457.9,314.9,756.9,561.4,30.7,32.2,openness_low3_3zAyM2edy1g.004.mp4,openness,low
forehead,731.8,311.1,1127.7,645.2,457.4,176.9,774.2,444.2,30.7,35.8,openness_low3_3zAyM2edy1g.004.mp4,openness,low
left_cheek,764.7,496.1,897.8,667.1,483.7,324.9,590.2,461.7,25.0,28.5,openness_low3_3zAyM2edy1g.004.mp4,openness,low
left_eye,787.1,374.5,935.7,482.3,501.7,227.6,620.6,313.8,24.8,32.5,openness_low3_3zAyM2edy1g.004.mp4,openness,low
mouth,873.5,648.7,1026.3,726.4,570.8,447.0,693.0,509.2,16.4,16.5,openness_low3_3zAyM2edy1g.004.mp4,openness,low
nose,900.5,450.4,1029.4,615.3,592.4,288.3,695.5,420.2,15.4,22.7,openness_low3_3zAyM2edy1g.004.mp4,openness,low
right_cheek,1022.6,507.5,1117.2,672.2,690.1,334.0,765.7,465.8,13.5,18.9,openness_low3_3zAyM2edy1g.004.mp4,openness,low
right_eye,1002.3,384.8,1121.4,490.3,673.8,235.9,769.1,320.2,13.5,24.5,openness_low3_3zAyM2edy1g.004.mp4,openness,low
chin,783.0,516.1,1147.5,800.7,498.4,340.9,790.0,568.6,21.9,17.0,openness_low4_PWM-bKcs2p8.004.mp4,openness,low
forehead,771.0,350.3,1149.4,682.1,488.8,208.2,791.5,473.7,17.9,7.1,openness_low4_PWM-bKcs2p8.004.mp4,openness,low
left_cheek,793.6,548.8,904.7,699.3,506.9,367.0,595.7,487.4,14.8,10.9,openness_low4_PWM-bKcs2p8.004.mp4,openness,low
left_eye,793.2,422.0,923.4,527.3,506.6,265.6,610.7,349.8,13.0,10.7,openness_low4_PWM-bKcs2p8.004.mp4,openness,low
mouth,906.2,646.7,1055.1,752.4,597.0,445.4,716.1,529.9,16.9,8.0,openness_low4_PWM-bKcs2p8.004.mp4,openness,low
nose,909.5,478.7,1030.2,623.1,599.6,311.0,696.1,426.5,13.3,5.9,openness_low4_PWM-bKcs2p8.004.mp4,openness,low
right_cheek,1029.0,519.5,1138.1,677.3,695.2,343.6,782.5,469.9,10.7,16.4,openness_low4_PWM-bKcs2p8.004.mp4,openness,low
right_eye,994.6,402.1,1123.0,509.2,667.7,249.7,770.4,335.3,14.5,12.1,openness_low4_PWM-bKcs2p8.004.mp4,openness,low
chin,759.7,463.8,1164.0,778.7,479.7,299.1,803.2,551.0,10.6,8.9,openness_low5_DTZeyoKUPx4.005.mp4,openness,low
forehead,753.6,334.3,1167.9,638.4,474.9,195.4,806.3,438.8,7.0,5.8,openness_low5_DTZeyoKUPx4.005.mp4,openness,low
left_cheek,777.4,510.9,902.3,672.6,493.9,336.7,593.9,466.1,5.6,15.9,openness_low5_DTZeyoKUPx4.005.mp4,openness,low
left_eye,787.2,413.2,923.9,504.9,501.8,258.6,611.1,331.9,13.5,18.3,openness_low5_DTZeyoKUPx4.005.mp4,openness,low
mouth,896.2,653.0,1035.4,721.2,589.0,450.4,700.4,504.9,18.0,6.8,openness_low5_DTZeyoKUPx4.005.mp4,openness,low
nose,905.4,487.3,1022.9,632.6,596.4,317.8,690.3,434.1,9.1,7.1,openness_low5_DTZeyoKUPx4.005.mp4,openness,low
right_cheek,1023.6,505.9,1147.7,668.9,690.9,332.7,790.2,463.1,7.3,22.1,openness_low5_DTZeyoKUPx4.005.mp4,openness,low
right_eye,998.2,410.4,1135.6,502.6,670.6,256.4,780.5,330.1,13.0,12.4,openness_low5_DTZeyoKUPx4.005.mp4,openness,low
